text	Trump	Biden	West	HOF
@pulte Except it isn’t private. #BidenHarris2020 #BidenforAmerica	Neither	Favor	Neither	Non-Hateful
"Replaced with a classic until my flags arrive.[NEWLINE]#MAGA2020 @realDonaldTrump https://t.co/YiQpfLlUiP https://t.co/hWGqlJBWKz"	Favor	Neither	Neither	Non-Hateful
"Let's not let last night's announcement distract: [NEWLINE][NEWLINE]- no complacency...remember we face [NEWLINE]1. voter suppression[NEWLINE]2. misinformation campaign[NEWLINE]3. foreign influence[NEWLINE]4. massive unemployment[NEWLINE]5. still no COVID strategy [NEWLINE][NEWLINE]#RegisterDonateVolunteerVote*[NEWLINE][NEWLINE]#HaveAPlanToVote*[NEWLINE][NEWLINE]#BidenHarris2020 https://t.co/NCb2WPOjpQ"	Neither	Favor	Neither	Non-Hateful
@RobertW21048422 followed back, let's stick together for our great president Trump #Trump2020	Favor	Neither	Neither	Non-Hateful
@debbied78341336 @Denlesks @RealEricCarmen Sorry that happened to you. No respect - however, if you so much as look at one of these liberals wrong they swear you physically assaulted them. Keep the faith and thank you for supporting Donald J. Trump. #TRUMP2020	Favor	Neither	Neither	Non-Hateful
"@realDonaldTrump All the polls are skewed towards @TheDemocrats. The only poll that matters will be conducted November 3, 2020.[NEWLINE][NEWLINE]#DrainTheSwamp [NEWLINE]#Trump2020 [NEWLINE]#MAGA"	Favor	Against	Neither	Non-Hateful
@TheHeinz64 @JoeBiden Love your Putin quote lol #PutinsPuppy #BidenHarris2020	Neither	Favor	Neither	Hateful
I don’t know who is making Biden’s ads but they are remarkable https://t.co/WmxxHPAfkT	Neither	Favor	Neither	Non-Hateful
@realDonaldTrump @POTUS Praise be to God! We love you and will co@ti he to pray and support you and our @FLOTUS #Trump2020 #CubanosconTrump #MiamiconTrump #LatinosForTrump #MAGA	Favor	Neither	Neither	Non-Hateful
And would AMERICA be shocked ? The DEMOCRAPS are shady people looking out for THEMSELVES  #TRUMP2020 #THEGLOVESROFF #DRAINTHESWAMP https://t.co/KoUbh1TZXq	Favor	Neither	Neither	Hateful
"It's ""Choose Your Own Kamala"" Friday![NEWLINE][NEWLINE]Which one is yours? #MVPHarris #BidenHarris2020 https://t.co/AbYz4gmB7Z"	Neither	Favor	Neither	Non-Hateful
"How Trump supporters think the law works:[NEWLINE][NEWLINE]Judge: You have committed many terrible crimes.[NEWLINE]Trump: Hillary had an email server.[NEWLINE]Judge: I see. You're free to go.[NEWLINE]#TrumpCrimeFamily"	Against	Neither	Neither	Hateful
"@seanhannity You mean 50 million DEMONCRATIC VOTERS[NEWLINE]#DrainTheSwamp [NEWLINE]#TRUMP2020 #BuildTheWall[NEWLINE]#SCAMDEMIC [NEWLINE]😎🇺🇸💪"	Favor	Against	Neither	Hateful
"@NativePalate @suitcasenall He is a decent man. He’s not a fool. He has a kind heart and the right amount of shrewdness. [NEWLINE][NEWLINE]Joe Biden is a bridge. He gave Obama stability and now he gives Kamala a path. There’s a strong chance he’ll be seen this way by history."	Neither	Favor	Neither	Non-Hateful
@OregonGovBrown A Joe Biden and Kamala Harris admin should add a US Gov National Election office to #DHS with US Gov funded, directed Vote by Mail to all US States with standardized forms, times, ballots and procedures. @SpeakerPelosi @RonWyden @SenJeffMerkley @RepSwalwell @RepAdamSchiff https://t.co/R7aCDj1Ade	Neither	Neutral mentions	Neither	Non-Hateful
"Constitution: [NEWLINE]+Separation of powers[NEWLINE]+Separation of Church and State[NEWLINE][NEWLINE]GOP:[NEWLINE]-Separation of races[NEWLINE]-Separation of families[NEWLINE][NEWLINE]#FlipTheSenateBlue #BidenHarris2020"	Against	Favor	Neither	Non-Hateful
THIS JUST HAPPENED IN DOWNTOWN WACO, TEXAS. A #BidenHarris2020 parade! #VoteBlue2020 #Texas https://t.co/d9nVGcPZ4B	Neither	Favor	Neither	Non-Hateful
"Now I lay me down to sleep [NEWLINE]I pray the Lord my soul to keep[NEWLINE]If I should die before I wake[NEWLINE]I’ll go knowing I have already cast my ballot [NEWLINE]For Joe Biden[NEWLINE]And Kamala Harris https://t.co/lDl8yiK7g6"	Neither	Favor	Neither	Non-Hateful
@SenatorDole @realDonaldTrump Both debates were so biased. Wallace was rediculous. Page was quick to stop Pence from talking but let Harris go on and on. More Questions were aimed against Trump.	Neutral mentions	Neutral mentions	Neither	Non-Hateful
You dont stop the counting. Keep counting hell with trump #TrustTheProcess let's go Nevada get these drinks out the bars and count time to roll a 6 for joe and Kamala Harris	Against	Favor	Neither	Non-Hateful
"TRUMP:  As President, I will always stand with the heroes of LAW ENFORCEMENT! [NEWLINE][NEWLINE]#BackTheBlue [NEWLINE]#BlueLIVESMatter [NEWLINE]#Trump2020"	Favor	Neither	Neither	Non-Hateful
What if Joe wins, &amp; then like Princess Diana something happens to him &amp; then Kamala Harris becomes the first Black Lady President, the system is broke not the people. Come together save all, save America, stronger together. 1 nation under God, come together.	Neither	Against	Neither	Non-Hateful
i never thought biden’s son looked cool in any of those pictures so many of you were orgasming over. he just looked like a rich rapist and i was right	Neither	Against	Neither	Hateful
Dr. Sean Conley made sure the stock market is satisfied. That's all we just saw. The Trump-branded #ToxicPositivity of everything is a huge red flag. We deserve the truth. #VOTE #BidenHarris2020 #COVIDー19	Against	Favor	Neither	Non-Hateful
"@GinaSpadafori @JoyceWhiteVance @realDonaldTrump Inflated numbers [NEWLINE]Democrats are the ones claiming them [NEWLINE]Since muh impeachment failed, they’ve been using the virus to try to destroy POTUS’ #AmericaFirst #winning. When that failed, out came the riots &amp; looting [NEWLINE]#DemocratsAreCorrupt #WalkAway #VoteDemsOut #VoteRed #Trump2020 https://t.co/yHMqW8Zf6N"	Favor	Against	Neither	Non-Hateful
#JoeKnowsHow that's why I'm voting #BidenHarris2020 https://t.co/ZKO16FPiGk	Neither	Favor	Neither	Non-Hateful
@gop What you are doing, in an attempt to weaken US democracy, just proves to those of us who voted for Joe Biden, Kamala Harris, and Democrats down the ballot, that we did exactly the right thing for this country. And we won't forget in January, mid-terms, or in 2024. No chance!	Against	Favor	Neither	Non-Hateful
Kamala Harris laughing incredulously as Pence twists her words, insults Biden, interrupts her, and outright lies is every woman who has had to laugh to keep her cool in the face male colleagues doing the same thing.	Against	Neutral mentions	Neither	Non-Hateful
"THAT’S IT! I want @TheLeoTerrell to moderate the next #Debates2020 [NEWLINE]#MAGA #Trump2020 [NEWLINE][NEWLINE] https://t.co/fMRBYkedR8"	Against	Neither	Neither	Non-Hateful
Trump’s defeat of Covid even impressed Chuck Norris!  #MAGA2020 #TrumpLandslide2020	Favor	Neither	Neither	Non-Hateful
@realDonaldTrump @realDonaldTrump you are a warrior, and #ChrisWallace did a shit job. #Biden still nothing. Crickets....#FourMoreYears #Trump2020	Favor	Against	Neither	Non-Hateful
@realDonaldTrump good luck tonight Mr. President!! #Trump2020	Favor	Neither	Neither	Non-Hateful
"@SenKamalaHarris Trump is the DECEIVER.  His supporters are in a TRANCE. Thousands have died and it does not matter to them. They are like zombies that blindly follow Trumps bellowing. Only Joe, Jill and Kamala can break this spell. With the consistant help of Barack+Michelle Obama.[NEWLINE]🙏🙏🙏💖"	Against	Favor	Neither	Non-Hateful
President Trump physician says he anticipates Trump will be able to return to public engagements on Saturday	Neutral mentions	Neither	Neither	Non-Hateful
@KyleKulinski Trump doesn’t get it. Never will.	Against	Neither	Neither	Non-Hateful
@realDonaldTrump If you have to explain...You lost. Happened after 2016 with the popular vote. Happened 2018 when house got flipped. Happening now. And we will make it happen again Nov 3rd. #BidenHarris2020 #BlueWaveDownBallot	Against	Favor	Neither	Non-Hateful
Biden leads Trump by 6 points in Michigan and Nevada, race tied in Iowa: poll https://t.co/yBok3ihgTg https://t.co/JHoCAkcj1F	Neutral mentions	Neutral mentions	Neither	Non-Hateful
"On Thursday, January 21, 2021, Democrats will employ the #25thAmendment to remove Joe Biden from power and make way for President Kamala Harris.[NEWLINE][NEWLINE]Republicans will counter by insisting that Joe is sharp as a tack."	Neither	Mixed	Neither	Non-Hateful
"The disgusting Leftist Media had to use ""anonymous sources"" in an attempt to bring Trump down while Joe Biden calls American Soldiers - ""Stupid Bastards"" - Joe Biden is a disgusting vile sick individual [NEWLINE][NEWLINE]#StupidBastards [NEWLINE][NEWLINE]#Trump2020 #Biden #BidenHarris2020 https://t.co/BinY3QeCtJ"	Favor	Against	Neither	Hateful
"@CubanAmerican72 @BlessUSA45 Sad that in America we can no longer trust the post office, the press or our elected State and Federal officials especially Congress[NEWLINE][NEWLINE]But I trust our great President Trump [NEWLINE][NEWLINE]#MAGA2020 #Trump2020"	Favor	Neither	Neither	Non-Hateful
@BarackObama @JoeBiden @KamalaHarris Thank you Barack for your encouraging words.  I do congratulate Joe Biden, Kamala Harris for their effort.  And all the Americans who voted.	Neither	Favor	Neither	Non-Hateful
Just waiting on Kim and Putin to complete the trifecta! https://t.co/3XklUKdw7o	Neither	Neither	Neither	Non-Hateful
#BidenHarris2020 cause the Trump supporters just don't care about anyone or anything https://t.co/TWhxUy2TXg https://t.co/UbGakVthwd	Neutral mentions	Favor	Neither	Non-Hateful
"Facebook approves of Nazi-ism but does not condone love.[NEWLINE][NEWLINE]Holy crap I’m angry about this![NEWLINE][NEWLINE]🤬F*ck Facebook🤬[NEWLINE][NEWLINE]#Biden2020 [NEWLINE]#ProudBoys https://t.co/S7pBKItrkD"	Neither	Favor	Neither	Hateful
"@r_barath @Kaalateetham Democrats had a great opportunity to select Tulsi Gabbard as the presidential candidate and she owned Kamala Harris in democrats debate.[NEWLINE]I guess she was ""too real"" for the DNC which led to her name smearing.[NEWLINE]Instead they chose the stooge named Joe who is missing a ""k"" in his name"	Neither	Against	Neither	Non-Hateful
"@cthagod I don't understand why you are supporting Joe Biden - 47 year racist politician, who supported segregation 1960s, referred to blacks as ""Super Predators"".[NEWLINE]Kamala Harris - Jamaican &amp; India heritage, family 1 of Jamaica's largest traders of slaves.[NEWLINE]#RappersForTrump"	Favor	Against	Neither	Non-Hateful
I wish death upon 45th President of the United States of America Donald J. Trump. He really deserves to die honestly. #trump2020 #covidhurryup #MAGA #CovidTrump  #COVIDMAGA	Against	Neither	Neither	Hateful
@CNNPolitics I never thought i would see the day that I'm excited about a presidential debate,  but today is that date! #trump2020	Favor	Neither	Neither	Non-Hateful
I’m truly scared that Joe Biden will be deemed unfit to run as President and Kamala Harris will become President. And i’m afraid she will not make many friends with other countries leaders.	Neither	Mixed	Neither	Non-Hateful
Check out Kelly Manno😎's video! #TikTok #BidenHarris2020 #AmericaNeedsBiden  https://t.co/tNSZ7JRaeJ	Neither	Favor	Neither	Non-Hateful
"Breaking: @SpeakerPelosi is now pushing for invoking 25th Amendment to remove Trump from power.[NEWLINE][NEWLINE]The question is, will the GOP get on board, or are they still loyal to their orange stained Emperor Covidicus?"	Against	Neither	Neither	Hateful
@johntrdla @kevv_charles @TomiLahren @ScottCRoark You silly nelly queen.  Nothing is coming except President Joe Biden and Vice President Kamala Harris.  Don the Con lost.	Against	Favor	Neither	Hateful
Rudy Giuliani Is My Father. Please, Everyone, Vote for Joe Biden and Kamala Harris. https://t.co/cHBlRIUZjU via @VanityFair Outstanding read👏🏼😷	Neither	Favor	Neither	Non-Hateful
"this is just.... ugh. SHAME ON HIM FOREVER. for all of it.[NEWLINE][NEWLINE]#VOTE #BidenHarris2020 https://t.co/53qlikboIV"	Neither	Favor	Neither	Non-Hateful
"If Trump is healthy enough to do a town hall, he's healthy enough to debate.[NEWLINE][NEWLINE]He doesn't want to debate because he got the shit kicked out of him last time. EOS"	Against	Neither	Neither	Non-Hateful
@jennerific713 @realDonaldTrump Too late for masks! She is dead already! #vote #BidenHarris2020	Neutral mentions	Favor	Neither	Non-Hateful
"@CarolineRoseGiu What about this:[NEWLINE][NEWLINE]Joe Biden 1/20/2021 - 1/22/2023[NEWLINE]Kamala Harris 1/22/2023 - 1/20/2025[NEWLINE][NEWLINE]Kamala Harris 2024 and 2028[NEWLINE][NEWLINE]Just to have the most continuity ... 1 year 366 days Biden and then 9 years 364 Harris.[NEWLINE][NEWLINE]If I understand your constitution right, that's possible."	Neither	Neutral mentions	Neither	Non-Hateful
New iPhone? Starbucks holiday drinks? Joe Biden and Kamala? All in one day? This is my peak 🥺🥺 #Elections2020	Neither	Favor	Neither	Non-Hateful
👍documentary that details a fascinating and complex man, and also exposes the dark side of the US-Saudi relationship. Riveting, infuriating- of note, many of us in the IC were horrified at Saudi behavior. Jared, Trump, and Congress let them off the hook. https://t.co/0uKSiBOTQR	Neutral mentions	Neither	Neither	Non-Hateful
Sadly, for the country, #Trump ‘s sheep (which is in reality a CULT) are too stupid to be shamed with any video that tells the true story of Trump &amp; his sheep! #TrumpsSheep #TrumpLied200KAmericansdied #MAGA / #MAGA2020 - NOT #ConspiracyTrump The CDC	Against	Neither	Neither	Non-Hateful
"I'm listening to the man who needs to win in November.[NEWLINE][NEWLINE]Joe sounds, acts and is presidential.[NEWLINE][NEWLINE]Kick the imposter out of The White House.[NEWLINE][NEWLINE]#BidenHarris2020 [NEWLINE]#TrumpLiesAmericansDie"	Against	Favor	Neither	Non-Hateful
He’s infected others. Don’t be a dickhead. Wear a mask. Wash your hands. Vote for #BidenHarris2020 https://t.co/DCIgJgdjhc	Neither	Favor	Neither	Hateful
"Oh, to the hell with what is politically correct. VP Joe Biden/Kamala Harris Have Won Our Presidential Election Period.  ""Get Use To It"" @realDonaldTrump You Lost The Election Big Time!"	Against	Neutral mentions	Neither	Non-Hateful
@YGalanter NO they are admitting they went to #Ukraine and got fake info from Russia they are desperate and F up bigly  @TuckerCarlsonand Admitting A president went to a foreign country taking the word of Russia #Ukraine  to undermine our election  ( THAT MEANS  ) democrat's were right https://t.co/cP60sDVKOz	Neutral mentions	Neither	Neither	Hateful
@JoeBiden Are you not already home Joe?  We the People are voting and will make sure you stay there.  Sorry, we will not elect Kamala President.	Neither	Mixed	Neither	Non-Hateful
trump is holding stimulus shit hostage in order to benefit himself. this is how you know that WE THE PEOPLE are in trouble. he only cares about power and status. #VOTEBLUE #BidenHarris2020	Against	Favor	Neither	Non-Hateful
".@RowdyRebel0432  Loves President Donald Trump So Much He Is Starting Over.  #PatriotsUnite Rev Up Your Engines!  You Know What To Do!  IFB 😉 #VoteRedToSaveAmerica2020 #Trump2020 [NEWLINE]#ConservativesCensored #MAGA Together ❤️ &amp;✌️ https://t.co/ezPs92THY0"	Favor	Neither	Neither	Non-Hateful
